,ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default
7396,9660,20,0,1,1,20,1,1,1,1,1,1,813,302,506,3829,517,4518,0,205,4679,4473,4637,871,0
7397,9661,2,0,3,2,40,4,2,2,0,0,0,7023,4598,316,317,335,362,1045,0,0,0,0,0,0
7398,9662,26,0,1,1,16,3,0,0,0,0,0,273,302,316,317,335,362,0,0,0,0,0,0,0
7399,9663,21,1,1,1,11,1,1,1,1,1,1,4184,302,2514,2478,2505,2623,0,3179,3256,3131,3204,3103,0
7400,9664,3,1,2,2,10,2,2,2,2,2,2,9131,8539,8648,8922,9112,8472,1619,1225,857,933,929,0,0
7401,9665,2,1,3,1,26,2,2,2,2,3,2,7297,7158,7177,7590,7022,5797,1046,941,1769,0,740,726,0
7402,9666,24,1,1,1,19,1,1,1,1,1,1,665,718,718,706,737,789,435,412,541,579,567,565,0
7403,9667,2,1,3,1,24,2,2,2,2,1,1,6290,6104,5059,4848,538,7750,1619,1967,857,373,5287,722,0
7404,9669,15,1,1,2,9,2,2,4,2,1,1,5841,5175,1865,1245,6809,1304,3549,0,0,5224,1267,0,0
7405,9671,3,1,2,2,1,1,2,1,1,1,1,5443,4260,1847,1916,2593,901,1634,2147,2388,3254,721,4740,0
7406,9673,17,1,2,1,7,3,0,1,2,2,2,273,302,4185,4528,7826,10467,0,4942,1104,4769,4962,1358,0
7407,9675,28,1,1,2,8,2,2,2,2,2,2,16860,12727,11451,11054,11059,10121,2491,1003,2513,2464,1375,1760,0
7408,9676,0,1,3,2,1,2,2,2,1,1,3,3840,4025,3148,448,4568,4459,771,665,205,4705,0,169,0
7409,9677,20,1,3,1,33,8,7,6,5,3,3,17094,16788,16595,16445,16102,362,0,0,0,0,0,0,0
7410,9678,26,1,2,1,15,2,2,2,2,2,2,16958,17147,17006,17036,16811,16654,5605,3541,3593,3011,3331,3192,0
7411,9679,26,1,1,2,29,2,2,2,2,2,2,20186,19891,19616,19231,18735,18395,5380,5062,4953,4626,4591,5145,0
7412,9680,9,0,2,1,11,2,2,2,2,2,2,10231,10439,9465,9378,8530,8545,2404,1225,1328,933,1370,1358,0
7413,9682,23,1,2,2,4,2,2,2,2,2,2,19396,19123,18778,18144,17018,16544,5011,4257,2511,2289,2768,2051,0
7414,9683,5,0,3,2,8,2,2,2,2,2,2,12275,12477,12307,12622,12803,11795,3088,1947,1769,2119,1844,3385,0
7415,9684,13,0,3,2,23,2,2,2,2,2,2,15598,14627,13594,12545,12483,12341,2485,1861,1769,1719,1920,1606,0
7416,9686,5,0,1,2,1,2,2,2,2,2,2,5480,5683,5894,6171,6400,6539,1240,1319,1049,933,929,913,0
7417,9687,32,1,1,2,22,2,2,2,2,2,2,10072,14895,13400,14542,14836,14092,6522,5964,5728,5072,5553,5479,0
7418,9688,13,1,2,1,23,2,2,2,2,2,2,14429,14094,14014,14126,14040,13949,2402,2375,2511,2144,2425,2417,0
7419,9689,5,1,3,2,27,3,4,4,2,2,2,12307,12541,12302,9685,9260,9043,1804,0,865,937,961,849,0
7420,9690,34,1,1,2,3,2,2,2,2,2,2,20525,20146,19813,19284,18793,18419,5560,5263,4938,4626,4591,5076,0
7421,9691,34,0,1,2,16,0,0,0,0,0,0,273,302,316,317,335,1452,0,0,0,0,1472,0,0
7422,9692,12,1,2,2,2,2,2,4,2,2,2,16998,17427,17126,15033,14892,14481,6000,8,2511,2459,2737,2723,0
7423,9694,25,1,2,1,33,1,1,4,1,1,1,6627,701,701,4200,3958,2338,848,0,4860,4457,2817,5726,0
7424,9695,26,1,2,2,8,2,2,2,2,2,2,13263,10840,19310,18820,18351,17557,3170,6720,4045,3955,3803,3385,0
7425,9696,27,1,1,1,15,0,0,0,0,0,0,2185,302,316,317,335,362,0,0,0,0,0,0,0
7426,9698,24,0,1,2,7,2,2,2,2,2,2,18509,18335,17827,17757,17449,17197,3756,3510,3578,3441,3316,3132,0
7427,9699,34,0,2,2,12,2,2,2,2,2,2,18181,17994,17951,17634,17414,17186,4434,4353,3593,4120,3795,3396,0
7428,9700,8,1,2,2,3,0,1,1,1,2,2,1817,2052,3302,1232,1268,2675,2452,4230,1315,2,3283,1523,0
7429,9701,8,1,1,2,2,2,2,2,2,2,2,15341,14791,13832,9126,8690,9507,2802,2519,703,951,4596,2784,0
7430,9704,15,1,2,1,23,0,0,0,0,0,0,440,3829,2156,1404,335,362,4772,5890,1584,0,0,0,0
7431,9705,0,1,3,1,24,4,1,1,1,1,0,510,552,316,805,2767,2884,281,0,671,3459,332,0,0
7432,9706,35,1,1,1,20,2,2,2,2,2,2,20495,20136,19823,19292,18784,18430,6205,5275,4953,4626,4591,4552,0
7433,9707,8,1,3,1,18,2,2,2,2,2,2,15590,15249,14557,14325,13943,13565,2329,1894,2017,1995,2128,1402,0
7434,9708,35,1,1,2,15,2,2,2,1,2,2,16126,15612,14569,15921,15332,14173,3034,3619,6342,2543,2202,2016,0
7435,9709,8,1,2,1,14,2,2,2,2,2,1,1662,2217,2581,2835,335,553,897,837,857,0,274,5401,0
7436,9710,15,1,1,1,13,2,2,2,2,2,2,16453,17666,17446,17285,16968,16679,6555,3985,3593,3441,3394,3385,0
7437,9712,12,1,2,1,7,2,2,2,2,2,2,16393,15129,14749,14879,14787,14321,2402,3541,2511,2459,2983,1358,0
7438,9713,13,0,1,2,16,2,2,2,2,2,2,7898,7726,7699,4217,3973,3938,1143,1134,857,456,929,94,0
7439,9716,8,0,2,2,15,2,2,2,2,2,2,13564,10179,10100,10581,9742,7922,2409,1132,1786,957,946,1760,0
7440,9717,20,1,1,1,21,2,2,2,2,2,2,8005,8156,8327,8746,8890,8839,1347,1052,930,1037,929,913,0
7441,9718,8,0,2,1,22,3,4,2,2,2,2,15124,14612,14653,14746,14662,14430,908,2545,2511,2749,1969,2417,0
7442,9720,11,1,3,1,21,2,2,2,2,2,2,17365,17265,17242,17054,16620,16291,3982,3903,3593,3123,3394,3385,0
7443,9722,35,1,1,1,12,2,2,2,0,1,1,10191,10846,316,317,3599,7800,4059,0,0,4261,5269,4653,0
7444,9723,5,1,3,2,1,2,2,2,2,2,2,12502,10902,10497,6531,5407,5432,1430,757,3499,456,458,214,0
7445,9724,8,1,2,2,27,2,2,2,4,2,2,13683,13574,13339,12291,12368,12291,1834,3715,0,1632,1529,1358,0
7446,9725,3,0,2,2,8,4,4,4,4,3,3,7782,8178,8267,8641,8759,8517,2698,645,955,1030,0,1843,0
7447,9726,20,1,2,2,3,2,2,2,2,2,2,7690,7948,8496,9725,9038,8646,2154,2736,3125,1028,1370,913,0
7448,9727,20,0,1,1,28,1,1,1,1,1,1,510,552,561,552,574,612,281,262,331,357,347,344,0
7449,9729,16,0,1,1,28,2,2,2,2,1,1,18381,18204,18075,11481,1807,1876,4161,4233,1700,2144,2128,2104,0
7450,9731,23,1,1,1,15,3,0,0,0,0,0,273,302,316,317,335,362,0,0,0,0,0,0,0
7451,9732,30,1,1,2,6,0,0,0,0,0,0,597,3775,3848,4597,4391,4695,4674,4747,5070,4611,4704,3976,0
7452,9733,30,1,1,1,38,1,1,4,4,3,3,1806,1799,1780,1768,1807,1876,0,0,0,0,0,0,0
7453,9734,5,1,1,1,14,2,2,2,0,0,0,12587,12759,316,317,335,362,1963,0,0,0,0,0,0
7454,9735,26,0,2,1,24,1,1,0,0,0,0,2427,1883,638,1943,1077,828,2303,334,2430,1067,620,0,0
7455,9736,14,1,2,1,17,1,1,1,1,1,1,1016,496,1063,777,517,1165,224,795,638,285,1078,274,0
7456,9737,3,0,2,2,7,2,2,2,2,2,2,8372,8418,8713,9062,9682,8952,1143,1225,857,1867,1283,445,0
7457,9738,23,1,2,2,14,1,1,4,1,1,1,9472,1382,576,1148,418,428,1326,0,1177,151,121,0,0
7458,9740,11,1,2,1,7,3,4,2,2,2,2,16948,16603,14850,14974,14917,14221,26,3024,2511,2459,4591,2417,0
7459,9741,2,1,2,1,42,1,4,4,2,1,1,816,1712,1387,901,976,362,1352,0,0,911,0,0,0
7460,9742,23,1,1,1,20,1,1,1,2,1,1,1469,3850,2408,1192,1225,1325,4738,3031,0,1306,1293,1284,0
7461,9743,22,1,1,2,9,2,2,2,2,2,2,16072,16381,14775,14013,14487,14357,5227,5058,3593,4626,2425,4552,0
7462,9745,5,0,3,1,15,2,2,2,1,1,0,4877,2329,2642,1671,335,362,754,645,2017,0,0,0,0
7463,9747,5,0,1,2,2,2,2,2,2,2,2,7544,7649,7792,8131,7647,7190,1337,934,645,662,929,622,0
7464,9748,8,0,1,2,6,1,1,1,0,0,0,1106,393,316,317,335,362,123,0,0,0,0,0,0
7465,9749,4,1,1,2,2,1,1,4,2,2,2,9780,10165,10118,10702,10861,10642,3147,0,1769,933,450,0,0
7466,9750,3,0,2,1,8,2,2,2,2,2,0,9384,9433,9771,10365,335,362,1240,1355,1633,0,0,0,0
7467,9751,9,1,1,2,7,2,2,2,2,2,2,13856,13798,13383,12977,12968,12195,2382,1745,1502,1703,1462,1219,0
7468,9753,6,0,2,2,1,3,5,4,2,2,2,8393,7884,7544,7873,7067,6692,0,0,857,933,929,913,0
7469,9754,7,0,1,1,19,3,4,4,4,3,3,5179,5357,5188,5562,5488,5897,1619,0,1328,0,1755,0,0
7470,9755,18,1,1,2,5,1,1,1,1,1,1,827,3593,1866,1470,11912,4246,4517,2176,1690,5677,4520,3709,0
7471,9756,22,0,2,2,14,3,0,1,2,2,1,273,302,15318,12036,2155,2049,0,6728,4429,0,2378,0,0
7472,9757,2,1,2,2,24,3,3,1,2,1,1,2701,133,6886,3703,2050,4179,483,6055,862,2492,4493,67,0
7473,9758,17,1,2,1,29,1,1,1,1,1,1,15256,743,5733,882,5371,10196,457,5726,764,4986,5469,0,0
7474,9759,11,0,1,1,27,2,2,2,2,2,2,14785,14836,14890,14993,14481,13625,2514,2051,2056,2009,1906,1512,0
7475,9760,7,0,2,1,24,2,2,2,2,2,2,11090,11152,10392,9682,8743,8674,1514,862,736,3841,1023,544,0
7476,9761,29,0,5,1,17,0,0,0,0,0,0,618,302,316,317,335,362,0,0,0,0,0,0,0
7477,9762,5,1,1,2,2,1,1,1,1,2,1,947,997,956,1092,1121,1084,705,629,1144,983,954,962,0
7478,9763,16,1,2,2,11,2,2,2,2,2,2,18732,18489,18317,18073,17781,17460,4041,3985,3878,3841,3783,3617,0
7479,9764,20,1,3,2,8,2,2,0,0,0,0,16498,302,316,317,335,57,0,645,0,0,0,2961,0
7480,9765,20,0,2,1,17,2,2,2,2,2,2,4166,15654,17851,14902,11749,10500,6675,6525,2849,1783,1755,1760,0
7481,9766,10,0,2,2,8,1,1,1,2,1,1,1802,1553,3312,3114,4512,1953,1624,4234,18,4679,2250,2778,0
7482,9767,7,0,2,2,27,1,1,1,1,1,1,369,401,495,836,535,963,130,194,713,307,801,758,0
7483,9768,6,1,2,1,2,4,4,2,2,2,2,13934,13510,13510,9192,8496,7979,0,1107,1769,933,2425,1760,0
7484,9769,17,1,2,1,22,2,2,2,2,2,2,12763,12847,12918,13154,13020,12940,2033,1592,1814,1738,1847,1819,0
7485,9772,2,1,3,2,9,1,1,1,2,2,2,510,477,4235,4549,4603,4697,206,5032,857,933,450,395,0
7486,9777,3,1,1,2,5,2,2,2,2,2,1,4443,2681,2271,2321,2700,998,2523,645,1049,1783,846,4135,0
7487,9780,20,0,2,1,6,2,2,2,2,2,2,17193,17168,17188,17152,16906,16728,3926,4353,3332,3266,3394,3385,0
7488,9781,11,1,2,1,27,3,0,0,0,0,0,273,302,316,317,335,362,0,0,0,0,0,0,0
7489,9782,5,0,2,2,4,3,4,2,2,1,2,4918,4324,2530,317,3322,2987,14,645,0,4081,1755,2878,0
7490,9783,10,1,1,1,7,2,2,2,2,2,2,16900,16824,16650,16440,16032,15892,4716,3709,2915,2749,3041,2417,0
7491,9786,10,1,2,1,19,2,2,2,2,2,2,16045,15451,14708,14337,14460,13789,2791,2400,2054,3441,2425,1760,0
7492,9787,5,1,2,1,7,3,4,2,2,3,2,3080,2623,2969,3289,2847,2370,0,837,1152,0,450,913,0
7493,9788,5,0,1,2,5,2,2,2,2,2,2,12733,8001,4721,3061,2843,2103,2721,712,122,456,355,294,0
7494,9789,9,1,3,1,12,4,4,4,4,3,3,14929,14957,15048,15072,15068,14915,2635,2375,1856,3011,2426,2490,0
7495,9790,26,0,1,2,9,0,0,0,0,0,0,266,295,309,1268,300,326,0,0,1377,0,0,0,0
7496,9791,7,1,1,2,3,2,2,4,2,2,2,4059,4654,3794,3787,4091,4212,2039,0,857,933,364,913,0
7497,9793,12,1,3,1,22,3,4,1,1,1,0,1570,1398,783,900,335,362,368,474,791,0,0,430,0
7498,9794,16,1,3,1,23,3,1,1,0,0,1,273,5490,316,317,335,434,5698,0,0,0,128,719,0
7499,9797,32,0,2,2,11,3,4,4,4,3,3,17288,17148,16784,16777,16431,16026,3604,11,4343,3025,50,3413,0
7500,9801,22,0,1,2,4,3,4,2,2,2,2,19898,19536,19241,18442,17940,17635,0,4401,4059,3841,4478,3835,0
7501,9802,2,0,2,2,13,2,2,2,2,1,2,6013,4993,4777,4683,845,901,1132,857,524,726,0,0,0
7502,9803,5,0,2,1,18,2,2,2,2,2,2,11606,12079,3776,3489,2081,362,3592,1593,1769,0,0,0,0
7503,9804,12,1,2,1,13,1,1,1,1,2,2,466,634,1468,722,527,362,354,1478,565,0,0,1528,0
7504,9805,5,1,1,2,9,1,1,1,1,1,1,5837,3678,5046,5488,5579,6104,4583,5489,5417,5032,5087,540,0
7505,9806,8,1,1,2,3,2,2,2,2,2,2,15428,14237,13296,11584,11638,11548,2402,4412,4029,1549,1755,2417,0
7506,9807,13,0,2,2,7,2,2,2,2,2,2,17492,17368,17288,17260,17000,14337,4041,3302,3666,3619,2338,2168,0
7507,9809,10,1,3,1,18,2,2,2,2,2,1,2607,2489,3220,2184,1219,1461,930,2025,1328,933,1529,259,0
7508,9811,5,0,3,3,24,1,2,1,1,1,1,8161,7759,1999,2833,1005,3116,660,2383,3741,958,3750,2297,0
7509,9812,20,1,1,2,9,2,2,2,2,2,2,14883,14404,13880,13433,12044,10915,2051,1278,3593,5276,5020,4907,0
7510,9813,26,1,2,1,19,0,0,0,0,0,0,380,427,711,1691,1261,1225,156,406,2050,0,1166,384,0
7511,9814,10,1,2,1,20,2,2,2,2,2,3,15027,14969,15520,15515,15180,1261,3088,5149,1856,2365,0,5660,0
7512,9815,5,0,2,2,3,2,2,2,2,2,2,10946,10441,3242,3160,3281,3358,1143,1592,857,456,209,220,0
7513,9816,2,1,2,1,2,2,2,2,2,2,2,7009,6821,6651,6819,6659,7275,1336,1203,1769,752,1755,1760,0
7514,9817,19,0,1,2,10,2,2,2,2,2,2,19301,19111,18939,18616,15090,15026,4812,3711,4054,2749,3394,2970,0
7515,9818,18,1,2,2,13,2,2,2,2,2,2,13550,12567,10688,13960,12874,11722,2402,2375,6038,1783,1755,1760,0
7516,9819,22,1,2,1,14,2,2,2,2,2,1,19964,19651,16006,14293,13885,3147,5324,2803,2593,3011,3783,0,0
7517,9820,20,0,3,1,13,2,2,2,2,2,2,14916,14719,11856,8983,7892,5902,2417,1507,4979,884,4630,5717,0
7518,9821,15,1,2,2,8,1,1,1,0,1,1,1387,1544,367,317,2375,2991,1603,72,0,2947,3638,4694,0
7519,9823,35,1,2,2,7,2,2,2,2,2,2,20503,19893,19450,18878,18192,17096,5170,4360,4558,3775,3394,2970,0
7520,9824,10,1,2,2,5,1,2,2,2,2,2,13064,12866,11779,11822,11811,11427,2402,2025,2511,1783,3394,2168,0
7521,9825,8,0,3,1,8,2,2,2,2,2,2,11013,11210,11527,11989,12288,13148,1619,1643,1516,2459,4591,1909,0
7522,9826,21,0,1,1,19,2,2,2,2,2,2,13671,13831,14446,14494,14092,15024,5147,5058,4953,2190,5220,4552,0
7523,9827,30,1,2,1,17,1,1,1,1,2,2,3225,8183,11524,6276,4261,362,6196,6436,5608,0,0,0,0
7524,9829,25,1,1,2,29,3,0,1,1,1,1,273,302,383,914,563,362,0,88,808,346,0,0,0
7525,9830,7,0,2,2,11,2,2,2,2,2,2,10366,10505,10778,11312,11437,11350,1336,1319,1425,1555,1370,1439,0
7526,9831,17,0,1,2,6,4,2,2,2,3,3,11705,11511,11448,11642,11461,10877,2210,2087,2017,1783,1118,0,0
7527,9832,16,1,2,2,13,2,2,2,2,2,2,13349,5061,5419,5699,5955,16865,911,1592,857,933,5811,3192,0
7528,9833,11,0,2,2,3,2,2,2,2,2,2,16885,14051,14116,14256,14185,14655,1943,1943,2095,2194,4828,2158,0
7529,9834,6,1,1,2,4,0,1,1,1,1,1,621,1572,1621,2222,4564,3241,1664,1751,2868,4699,3909,4020,0
7530,9835,29,1,2,2,8,0,1,1,1,1,1,273,1322,316,487,574,1242,1231,0,250,357,1188,0,0
7531,9836,24,1,3,2,12,2,2,2,2,2,2,19892,19610,19406,18906,18505,18112,5078,5058,4374,4219,4293,4053,0
7532,9837,3,1,2,2,2,6,5,4,4,3,3,9106,8852,9005,9467,9778,9779,0,837,1049,1213,1026,0,0
7533,9838,2,0,3,2,22,3,1,4,2,2,2,253,831,827,1279,845,362,549,0,0,0,0,0,0
7534,9839,26,0,1,2,13,2,2,2,2,0,0,20185,19874,18447,317,335,362,5464,4511,0,0,0,5842,0
7535,9840,21,1,1,2,11,1,4,1,1,1,1,616,471,555,561,951,1587,0,255,343,878,1691,414,0
7536,9841,30,1,1,1,26,0,0,1,1,1,1,2184,2891,3480,3048,4306,362,3708,4409,4002,4593,0,3933,0
7537,9842,4,0,2,1,21,1,1,1,1,0,0,770,302,827,317,335,362,0,515,0,0,0,0,0
7538,9843,26,1,1,2,9,4,1,1,1,1,1,1045,1305,1235,1210,1244,1345,1619,1129,1279,1330,1320,2945,0
7539,9845,2,0,2,2,4,0,0,0,0,0,0,273,302,316,317,335,362,0,0,0,0,0,0,0
7540,9847,10,0,2,1,21,2,2,4,4,2,2,13479,13714,13729,13687,13573,13297,3843,1592,2,1790,1941,1719,0
7541,9848,36,0,1,2,10,2,1,1,0,0,0,12877,970,316,317,335,362,660,0,0,0,0,0,0
7542,9849,20,0,2,1,18,1,1,4,1,2,2,342,1481,1381,697,733,362,1505,8,532,3,0,0,0
7543,9850,3,1,2,2,18,3,4,2,2,2,2,8749,8468,8739,9059,9244,362,0,1129,517,514,0,4964,0
7544,9851,2,1,2,2,2,1,1,1,1,1,1,510,552,561,552,574,612,281,262,331,357,347,344,0
7545,9852,24,1,1,2,8,1,1,1,1,1,1,1140,505,514,505,636,563,233,214,273,434,284,2939,0
7546,9853,5,0,1,2,9,3,4,4,2,2,2,3877,4113,4249,4502,4743,4900,1045,645,857,933,929,913,0
7547,9854,8,1,1,1,23,2,2,2,2,2,2,14394,14333,14162,14069,13852,13617,2525,2289,2080,2079,2124,1821,0
7548,9855,16,0,1,2,8,1,1,0,0,0,0,1683,302,316,317,335,362,0,0,0,0,0,0,0
7549,9856,25,1,2,2,5,2,2,2,2,2,2,14567,14634,14689,14854,14563,14193,2165,2175,2511,3441,2310,1606,0
7550,9858,8,1,3,1,24,1,1,1,4,3,4,1813,302,1481,1366,2492,2396,0,1496,0,2164,0,0,0
7551,9859,9,1,2,1,18,1,1,1,1,1,1,8887,513,2320,278,1508,8020,241,2889,35,1753,5306,0,0
7552,9860,2,0,2,2,1,2,1,2,2,2,2,7276,7277,7212,7352,7194,6048,6094,1592,689,425,929,0,0
7553,9861,5,1,2,1,22,3,4,2,2,3,3,11193,11077,11519,12323,12145,12531,0,2375,3117,0,2983,1760,0
7554,9863,5,1,2,1,18,3,0,0,1,1,1,273,302,316,1629,574,612,0,0,1957,357,347,344,0
7555,9864,20,1,1,2,7,1,1,1,1,1,1,466,505,514,505,527,563,233,214,273,295,284,284,0
7556,9865,9,1,1,2,6,2,2,2,2,2,2,8352,8439,8322,8827,8420,8572,1085,1129,1328,1783,1755,1760,0
7557,9866,10,1,2,2,18,2,2,2,2,2,2,16593,16491,16437,16133,16011,15576,3088,2766,2862,3441,2737,2970,0
7558,9867,2,0,2,2,1,1,4,1,2,2,2,1982,1229,1073,805,574,362,0,809,0,0,0,709,0
7559,9868,6,1,1,1,16,2,2,2,2,2,3,10455,10603,10882,11416,11680,11654,1619,1592,1769,2532,1755,0,0
7560,9869,18,1,3,3,19,2,2,2,2,2,2,9554,8788,8360,7834,6409,5322,1407,2375,765,933,562,393,0
7561,9870,29,1,1,1,8,2,2,2,2,2,2,19994,16906,16672,15982,15608,14460,3649,3325,2511,2749,2923,2417,0
7562,9871,23,1,3,1,11,1,1,1,1,1,0,4239,927,3868,1470,335,4140,621,4769,1690,0,4485,0,0
7563,9872,18,1,2,2,13,2,2,2,2,2,2,17343,17302,17251,17228,16983,16804,4041,3541,3593,3441,3783,3385,0
7564,9873,15,0,1,2,9,1,1,1,2,1,1,2248,1752,1295,1155,8202,1632,1985,1170,4,5379,1752,2980,0
7565,9874,14,1,1,2,15,1,1,1,2,2,1,770,392,1073,552,335,1011,122,809,0,0,862,0,0
7566,9875,2,0,3,1,15,2,2,2,1,1,1,3508,3555,2402,6971,283,4046,1760,2803,5740,58,4460,3496,0
7567,9876,7,0,2,2,41,3,4,2,2,2,3,8267,7861,7824,7999,8026,7724,753,1322,857,1643,0,818,0
7568,9877,15,0,1,2,2,1,1,1,1,1,1,1164,3562,850,2014,2857,479,4494,535,2542,3582,180,2747,0
7569,9879,26,1,1,1,16,1,1,1,1,1,1,1871,464,398,1233,511,437,194,100,1316,276,134,391,0
7570,9880,0,1,5,2,3,1,2,2,2,2,0,3184,2659,2479,1811,335,362,1143,1592,503,0,0,0,0
7571,9881,21,1,1,2,16,1,1,1,2,1,1,4657,7126,8064,540,2068,3551,6021,6120,0,2515,4166,4768,0
7572,9882,18,0,1,2,10,0,0,0,0,0,0,2007,2169,1928,2474,1854,4307,2635,2281,3251,2210,4562,3943,0
7573,9883,4,0,2,2,10,2,2,2,2,2,2,10392,10424,10604,10892,10934,10865,1554,1494,1292,1368,1379,1363,0
7574,9884,18,1,2,1,17,2,2,2,0,0,0,4528,1642,316,317,335,362,660,0,0,0,0,0,0
7575,9885,25,1,2,1,18,1,1,1,1,1,1,3996,3873,11658,3230,4803,2214,4759,6440,4205,4793,2635,4103,0
7576,9886,5,0,2,2,2,2,2,2,2,2,2,11408,10925,10442,7211,7396,7312,1769,1246,857,933,929,913,0
7577,9887,24,1,1,2,9,0,0,0,0,0,0,273,302,4295,4013,4143,8152,0,4999,0,4529,5320,1106,0
7578,9888,18,1,1,1,12,1,1,1,1,1,1,2069,1720,817,496,2549,553,1915,506,263,3194,274,652,0
7579,9889,30,0,1,2,12,1,1,1,1,1,1,2695,302,1685,887,1223,362,0,1860,771,1298,0,169,0
7580,9890,30,1,2,2,11,2,2,2,2,2,2,19488,19238,18944,18698,18150,15123,4716,4653,3593,3033,3237,5145,0
7581,9891,14,0,1,1,14,3,4,2,2,3,3,16086,15811,16220,16567,16212,16192,0,5058,4953,0,4393,3022,0
7582,9892,7,1,1,2,4,1,1,2,2,1,1,1936,6669,2205,2497,2510,4487,5956,1129,2511,3141,4610,4141,0
7583,9893,2,1,1,2,4,2,2,2,2,2,2,6004,6146,6365,6580,6738,6944,927,935,551,651,929,1439,0
7584,9894,29,0,2,1,15,1,1,1,1,1,1,6196,8713,5138,4764,8498,5022,6254,5512,5154,5412,4827,4833,0
7585,9897,6,1,3,2,5,2,2,2,2,2,2,13502,11798,12139,9397,9670,9839,1714,1592,857,894,1201,445,0
7586,9898,35,1,2,1,10,1,1,1,1,1,1,6910,1338,6437,10245,11984,11477,1251,5855,6028,5692,5591,5526,0
7587,9899,5,1,1,1,13,0,0,0,0,0,0,12820,302,316,317,335,362,0,0,0,0,0,0,0
7588,9900,15,0,2,2,8,2,2,2,2,2,2,14657,14541,9202,16601,15294,15081,2456,1160,6313,2533,2983,2066,0
7589,9901,18,1,1,2,7,2,2,2,2,2,3,16048,15206,15365,15427,14753,14347,2402,2975,2788,3719,0,2168,0
7590,9902,5,1,2,2,9,2,2,2,2,2,2,12168,12460,12612,4530,4498,4433,1963,1319,294,323,320,278,0
7591,9903,20,0,2,2,18,2,2,2,2,2,2,5914,6114,3428,3270,3502,3489,1156,746,282,786,1382,366,0
7592,9905,19,1,2,1,24,4,2,2,2,2,2,18259,17580,17576,16100,15890,15740,4369,4353,2905,2860,2871,4248,0
7593,9906,14,1,1,2,5,2,2,2,2,2,2,15634,15731,15834,15893,15768,15685,3592,3541,3117,3441,3394,3385,0
7594,9907,5,0,2,2,13,3,4,2,2,2,3,12732,12001,7913,4508,4633,4544,0,1592,430,1122,0,445,0
7595,9908,18,0,2,2,8,3,4,2,2,2,2,19461,19054,18500,17527,15626,13447,0,4397,3842,2749,2425,5373,0
7596,9909,16,1,5,2,19,2,2,2,2,2,2,18510,18316,17331,17208,16873,16579,4041,3246,3350,3240,3178,3896,0
7597,9911,20,1,2,1,18,1,4,1,1,1,1,2337,468,3077,317,2163,362,0,3945,20,2661,0,4342,0
7598,9912,36,1,1,1,11,2,2,2,2,2,2,14306,13842,13461,13782,13849,14896,4721,1773,2511,3011,5220,4264,0
7599,9913,9,1,2,2,8,2,2,4,2,2,2,15575,15960,15716,15663,15373,15104,5519,0,2725,2559,2537,2591,0
7600,9914,5,0,3,2,13,2,2,2,4,2,2,4359,4619,5027,4930,5663,6704,1143,1592,0,2459,2983,0,0
7601,9915,3,0,1,2,8,3,0,1,2,2,3,273,302,7734,8104,8497,8487,0,6076,857,2004,1118,0,0
7602,9916,28,0,2,2,24,2,2,1,2,2,2,19058,8426,18997,17608,16449,15585,4434,6727,3596,3443,3394,2417,0
7603,9917,14,1,2,1,4,2,2,2,2,2,2,18276,11898,5348,5071,5143,4698,2838,3039,517,456,740,97,0
7604,9918,20,0,1,2,17,0,0,0,0,0,0,273,302,316,317,335,362,0,0,0,0,0,0,0
7605,9919,2,0,3,1,8,2,2,2,0,0,0,4950,7446,110,316,334,361,5147,0,857,0,0,0,0
7606,9920,12,1,2,2,7,1,1,1,1,1,1,2585,2374,1040,552,574,5629,2978,753,331,357,4997,699,0
7607,9921,13,0,3,1,33,5,5,4,2,2,2,17903,17747,17443,15560,15122,15003,4041,0,2539,3011,3394,2621,0
7608,9922,15,0,3,2,11,2,2,2,2,2,2,18519,18354,18011,17657,10724,1193,3723,3676,3441,657,1118,0,0
7609,9923,0,1,1,1,16,2,2,2,2,2,2,3849,4003,4005,4096,3632,3580,2402,2375,2525,2459,2425,4188,0
7610,9924,20,0,2,2,37,2,2,2,2,2,2,16879,16806,16830,16817,16580,16394,3042,3025,3141,3234,3073,2743,0
7611,9925,8,1,3,2,18,2,1,1,1,1,2,2618,1473,2859,2563,4435,5280,1493,3694,3372,4619,4460,5222,0
7612,9926,20,0,2,2,10,2,2,2,2,2,2,19124,18918,18814,18628,18279,18116,4244,4201,4238,4157,5020,0,0
7613,9927,5,1,2,1,19,3,4,4,4,3,2,10397,10530,9532,10111,9991,8383,1629,0,1769,0,1755,1760,0
7614,9930,17,0,1,1,15,2,2,2,2,3,1,15551,15248,9267,9619,8088,2319,5147,1033,2169,0,2795,0,0
7615,9931,15,0,1,1,25,2,2,2,2,2,2,16451,16324,16333,16372,15355,14167,3395,2736,2724,2485,2425,2235,0
7616,9932,27,1,2,1,44,3,1,1,1,1,2,273,1807,2826,3840,3185,1421,2059,3659,4687,3965,0,1300,0
